itemNumber,description,unit
8080043,BACKFLOW PREVENTION ASSEMBLY RELOCATION,EACH
8080044,FLOW METER (,EACH
8080045,FLOW METER,EACH
8080046,FLOW METER (,EACH
8080047,PRESSURE SWITCHGAUGE,EACH
8080048,EMITTER (ASSEMBLY) (THREE OUTLET),EACH
8080049,EMITTER (ASSEMBLY) (MULTI OUTLET),EACH
8080050,BUBBLER HEAD,EACH
8080051,EMITTER (ASSEMBLY) (SINGLE OUTLET),EACH
8080052,EMITTER (ASSEMBLY) (DOUBLE OUTLET),EACH
8080053,EMITTER (ASSEMBLY) (TWO OUTLET),EACH
8080054,EMITTER (ASSEMBLY) (FOUR OUTLET),EACH
8080055,EMITTER REPLACEMENT,EACH
8080056,EMITTER (ASSEMBLY) (FIVE OUTLET),EACH
8080057,EMITTER (ASSEMBLY) (SIX OUTLET),EACH
8080060,EMITTER (ASSEMBLY) (TEN OUTLET),EACH
8080061,SPRINKLER HEAD (POP-UP SPRAY),EACH
8080062,SPRINKLER HEAD (IMPACT DRIVE),EACH
8080066,SPRINKLER HEAD (,EACH
8080067,SPRINKLER HEAD (,EACH
8080068,SPRINKLER HEAD (GEAR DRIVE),EACH
8080069,SPRINKLER HEAD (GEAR DRIVE),EACH
8080070,BUBBLER HEAD,EACH
8080072,EMITTER (ASSEMBLY) (TWELVE OUTLET),EACH
8080076,HOSE (EMITTER) (FLEXIBLE),L.FT.
8080077,EMITTER RISER ASSEMBLY (FLEXIBLE),EACH
8080079,EMITTER RISER (,EACH
8080084,PRESSURE REGULATOR,EACH
8080086,PRESSURE REGULATOR RISER,EACH
8080087,PRESSURE REGULATOR RISER (,EACH
8080091,"PRESSURE REGULATOR (3/4"") (ADJUSTABLE)",EACH
8080095,EMITTER TUBING (IN-LINE),L.FT.
8080096,EMITTER TUBING (IN-LINE),L.FT.
8080097,EMITTER TUBING (,L.FT.
8080103,"FILTER UNIT (3/4"")",EACH
8080104,"FILTER UNIT (1"")",EACH
8080106,"FILTER UNIT (1 1/2"")",EACH
8080108,"FILTER UNIT (2"")",EACH
8080110,"FILTER UNIT (3"")",EACH
8080116,"FILTER UNIT (4"")",EACH
8080120,FILTER ASSEMBLY (,EACH
8080121,BOOSTER PUMP ENCLOSURE,EACH
8080122,CONTROL STATION ENCLOSURE,EACH
8080123,HEATER (ELECTRICAL) (2 KW),EACH
8080128,"FERTILIZER INJECTOR (1 1/2"")",EACH
8080130,"FERTILIZER INJECTOR (2"")",EACH
8080131,COMPUTERIZED CONTROL SYSTEM,L.SUM
8080132,"QUICK COUPLING VALVE (3/4"")",EACH
8080133,"QUICK COUPLING VALVE (1"")",EACH
8080134,COMPUTERIZED CONTROL SYSTEM,EACH
8080135,COMPUTERIZED CONTROL SYSTEM (,EACH
8080136,24-VOLT WIRING(2 WIRE PAD),L.FT.
8080137,PUMP STATION MONITORING AND REPORTING SYSTEM,L.SUM
8080138,"PHONE MODEM, PCI & OUTPUT UNIT",EACH
8080139,PUMP (,EACH
8080140,CONTROLLER (AUTOMATIC),EACH
8080141,CONTROLLER (AUTOMATIC) (,EACH
8080142,CONTROLLER (AUTOMATIC) (,EACH
8080146,AUTOMATIC CONTROLLER ENCLOSURE,EACH
8080147,AUTOMATIC CONTROLLER ENCLOSURE (,EACH
8080148,PEDESTAL (FOR AUTOMATIC CONTROLLER),EACH
8080152,"CONTROL VALVE (MANUAL) (3/4"")",EACH
8080153,"CONTROL VALVE (MANUAL) (1"")",EACH
8080154,"CONTROL VALVE (MANUAL) (1 1/4"")",EACH
8080164,"CONTROL VALVE (REMOTE) (ELECTRIC) (1"")",EACH
8080166,"CONTROL VALVE (REMOTE) (ELECTRIC) (3/4"")",EACH
8080167,"CONTROL VALVE (REMOTE) (ELECTRIC) (3/4"")",EACH
8080168,"CONTROL VALVE (REMOTE) (ELECTRIC) (1"")",EACH
8080169,"CONTROL VALVE (REMOTE) (ELECTRIC) (1 1/4"")",EACH
8080170,"CONTROL VALVE (REMOTE) (ELECTRIC) (1 1/2"")",EACH
8080172,"CONTROL VALVE (REMOTE) (ELECTRIC) (2"")",EACH
8080174,"CONTROL VALVE (REMOTE) (ELECTRIC) (3"")",EACH
8080182,MASTER VALVE,EACH
8080187,AIR/VACUUM RELEASE VALVE (,EACH
8080188,"AIR/VACUUM RELEASE VALVE (1"")",EACH
8080189,AIR/VACUUM RELEASE VALVE (,EACH
8080190,RELOCATE AIR RELEASE VALVE,L.SUM
8080191,CONTROL VALVE (REMOTE)(REINSTALL),EACH
8080193,RELOCATE VALVE (,EACH
8080195,REMOVE AND SALVAGE VALVE (,EACH
8080201,RELOCATE (,EACH
8080202,RELOCATE (,L.SUM
8080210,GATE VALVE,EACH
8080211,"GATE VALVE (1/2"")",EACH
8080212,"GATE VALVE (3/4"")",EACH
8080213,"GATE VALVE (1"")",EACH
8080214,"GATE VALVE (1 1/4"")",EACH
8080215,"GATE VALVE (1 1/2"")",EACH
8080217,"GATE VALVE (2"")",EACH
8080218,"GATE VALVE (2 1/2"")",EACH
8080219,"GATE VALVE (3"")",EACH
8080220,"GATE VALVE (4"")",EACH
8080221,"GATE VALVE (6"")",EACH
8080222,"GATE VALVE (8"")",EACH
8080224,"GATE VALVE (12"")",EACH
8080232,"GATE VALVE (16"")",EACH
8080236,"GATE VALVE (18"")",EACH
8080238,GATE VALVE (,EACH
8080239,GATE VALVE (,EACH
8080240,GATE VALVE (,EACH
8080241,GATE VALVE (,EACH
8080243,FLUSH LINE ASSEMBLY (,EACH
8080246,"DRAIN VALVE (MANUAL) (3/4"")",EACH
8080247,"BLOW-OFF ASSEMBLY (2"") (",EACH
8080248,"BLOW-OFF ASSEMBLY (8"") (",EACH
8080250,"BLOW-OFF ASSEMBLY (12"") (",EACH
8080251,BLOW-OFF ASSEMBLY (FOR WATER LINE),EACH
8080252,"VALVE (2"")",EACH
8080253,"VALVE (3/4"") (",EACH
8080255,"VALVE (6"") (",EACH
8080256,"VALVE (6"")",EACH
8080258,"VALVE (8"")",EACH
8080259,"VALVE (1"") (",EACH
8080261,"VALVE (1 1/4"") (",EACH
8080263,VALVE (,EACH
8080264,VALVE (,EACH
8080268,"VALVE (18"")",EACH
8080269,"VALVE (4"") (WITH TAPPING)",EACH
8080271,"VALVE (6"") (WITH TAPPING)",EACH
8080272,"VALVE (8"") (WITH TAPPING)",EACH
8080273,"VALVE (10"") (WITH TAPPING)",EACH
8080274,"VALVE (12"") (WITH TAPPING)",EACH
8080275,"VALVE (8"") (WITH 12"" X 8"" TAPPING)",EACH
8080278,"VALVE (24"")",EACH
8080280,"VALVE (30"")",EACH
8080281,"BALL VALVE (1"")",EACH
8080282,"VALVE (FLANGED X MJ) (8"")",EACH
8080284,"BALL VALVE (1/2"")",EACH
8080285,"PIPE (PVC) (6"") (SCHEDULE 40)",L.FT.
8080286,"PIPE (PVC) (6"") (",L.FT.
8080287,"PIPE (PVC) (6"") (CLASS 200)",L.FT.
8080288,"PIPE (PVC) (6"") (",L.FT.
8080291,"PIPE (PVC) (12"") (AWWA C-900)",L.FT.
8080292,"PIPE (PVC) (16"")",L.FT.
8080293,"PIPE (PVC) (12"") (",L.FT.
8080295,"PIPE (PVC) (18"")",L.FT.
8080298,"PIPE (PVC) (8"") (SCHEDULE 40)",L.FT.
8080299,"PIPE (PVC) (8"") (",L.FT.
8080300,"PIPE (PVC) (10"") (",L.FT.
8080301,"PIPE (PVC) (1/2"") (SDR 13.5) (CLASS 315)",L.FT.
8080303,"PIPE (PVC) (1/2"") (SCHEDULE 40)",L.FT.
8080305,"PIPE (PVC) (1/2"") (",L.FT.
8080311,"PIPE (PVC) (3/4"") (SDR 13.5) (CLASS 315)",L.FT.
8080312,"PIPE (PVC) (3/4"") (SDR 21) (CLASS 200)",L.FT.
8080313,"PIPE (PVC) (3/4"") (SCHEDULE 40)",L.FT.
8080321,"PIPE (PVC) (1"") (SDR 13.5) (CLASS 315)",L.FT.
8080322,"PIPE (PVC) (1"") (SDR 21) (CLASS 200)",L.FT.
8080323,"PIPE (PVC) (1"") (SDR 26) (CLASS 160)",L.FT.
8080324,"PIPE (PVC) (1"") (SCHEDULE 40)",L.FT.
8080325,"PIPE (PVC) (1"") (SCHEDULE 80)",L.FT.
8080332,"PIPE (PVC) (1 1/4"") (SDR 21) (CLASS 200)",L.FT.
8080333,"PIPE (PVC) (1 1/4"") (SDR 26) (CLASS 160)",L.FT.
8080334,"PIPE (PVC) (1 1/4"") (SCHEDULE 40)",L.FT.
8080342,"PIPE (PVC) (1 1/2"") (SDR 21) (CLASS 200)",L.FT.
8080343,"PIPE (PVC) (1 1/2"") (SDR 26) (CLASS 160)",L.FT.
8080344,"PIPE (PVC) (1 1/2"") (SCHEDULE 40)",L.FT.
8080345,"PIPE (PVC) (1 1/2"") (SCHEDULE 80)",L.FT.
8080360,"PIPE (PVC) (2"") (",L.FT.
8080363,"PIPE (PVC) (2"") (SDR 26) (CLASS 160)",L.FT.
8080364,"PIPE (PVC) (2"") (SCHEDULE 40)",L.FT.
8080365,"PIPE (PVC) (2"") (SCHEDULE 80)",L.FT.
8080372,"PIPE (PVC) (2 1/2"")(SDR 21)(CLASS 200)",L.FT.
8080373,"PIPE (PVC) (2 1/2"") (SDR 26) (CLASS 160)",L.FT.
8080374,"PIPE (PVC) (2 1/2"") (SCHEDULE 40)",L.FT.
8080375,"PIPE (PVC) (2 1/2"") (SCHEDULE 80)",L.FT.
8080378,PIPE (PVC) (,L.FT.
8080380,"PIPE (PVC) (3"") (",L.FT.
8080381,"PIPE (PVC) (3"") (SDR 13.5) (CLASS 315)",L.FT.
8080382,"PIPE (PVC)(3"")(SDR 21)(CLASS 200)",L.FT.
8080384,"PIPE (PVC) (3"") (SCHEDULE 40)",L.FT.
8080385,"PIPE (PVC) (3"") (SCHEDULE 80)",L.FT.
8080386,"PIPE (PVC) (3"") (PERFORATED)",L.FT.
8080389,"PIPE (PVC) (4"") (",L.FT.
8080390,"PIPE (PVC) (4"") (SDR 35) (PERFORATED)",L.FT.
8080391,"PIPE (PVC) (4"") (SDR 13.5) (CLASS 315)",L.FT.
8080392,"PIPE (PVC) (4"") (SDR 21) (CLASS 200)",L.FT.
8080394,"PIPE (PVC) (4"") (SCHEDULE 40)",L.FT.
8080395,"PIPE (PVC) (4"") (SCHEDULE 80)",L.FT.
8080397,"PIPE (PVC)(8"")(SDR 35)",L.FT.
8080398,"PIPE (PVC) (12"") (SDR 18) (CLASS 150)",L.FT.
8080399,"PIPE (PVC)(10"")(SDR 35)",L.FT.
8080400,"PIPE (PVC) (24"") (",L.FT.
8080401,"PIPE (VITRIFIED CLAY) (4"")",L.FT.
8080402,"PIPE (VITRIFIED CLAY) (6"")",L.FT.
8080412,"PIPE (VITRIFIED CLAY) (36"")",L.FT.
8080413,PIPE (VITRIFIED CLAY) (,L.FT.
8080415,PIPE (VITRIFIED CLAY) (,EACH
8080421,"PIPE (COPPER) (3/4"")",L.FT.
8080422,"PIPE (COPPER) (1"")",L.FT.
8080424,"PIPE (COPPER) (1 1/2"")",L.FT.
8080425,"PIPE (COPPER) (2"")",L.FT.
8080427,"PIPE (COPPER) (2 1/2"")",L.FT.
8080429,"PIPE (COPPER) (3"")",L.FT.
8080480,"PIPE (POLYBUTYLENE) (2"")",L.FT.
8080486,"PIPE (POLYETHYLENE) (1/2"") (600-700)",L.FT.
8080500,PIPE (GALVANIZED STEEL) (,L.FT.
8080502,"PIPE (GALVANIZED STEEL) (3/4"")",L.FT.
8080505,"PIPE (GALVANIZED STEEL) (1 1/2"")",L.FT.
8080506,"PIPE (GALVANIZED STEEL) (2"")",L.FT.
8080508,"PIPE (GALVANIZED STEEL) (3"")",L.FT.
8080509,"PIPE (GALVANIZED STEEL) (4"")",L.FT.
8080517,"PIPE (BLACK STEEL) (30"")",L.FT.
8080518,"PIPE (BLACK STEEL) (30"")",L.FT.
8080520,"PIPE (BLACK STEEL) (22"")",L.FT.
8080526,"PIPE (BLACK STEEL) (2"")",L.FT.
8080530,"PIPE (BLACK STEEL) (5"")",L.FT.
8080531,"PIPE (BLACK STEEL) (6"")",L.FT.
8080532,"PIPE (BLACK STEEL) (8"")",L.FT.
8080533,"PIPE (BLACK STEEL) (10"")",L.FT.
8080534,"PIPE (BLACK STEEL) (12"")",L.FT.
8080536,"PIPE (BLACK STEEL) (16"")",L.FT.
8080537,"PIPE (BLACK STEEL) (18"")",L.FT.
8080539,"PIPE (BLACK STEEL) (24"")",L.FT.
8080540,"PIPE (BLACK STEEL) (30"")",L.FT.
8080541,"PIPE (BLACK STEEL) (36"")",L.FT.
8080542,"PIPE (BLACK STEEL) (32"")",L.FT.
8080544,"PIPE (DUCTILE IRON) (4"")",L.FT.
8080550,"PIPE (DUCTILE IRON) (10"")",L.FT.
8080551,PIPE (,L.FT.
8080554,"PIPE (4"") (",L.FT.
8080560,"PIPE (10"")",L.FT.
8080562,"PIPE (12"")",L.FT.
8080575,"PIPE (CAST IRON) (3"")",L.FT.
8080576,"PIPE (CAST IRON) (4"")",L.FT.
8080577,"PIPE (CAST IRON) (6"")",L.FT.
8080578,"PIPE (CAST IRON) (8"")",L.FT.
8080580,"PIPE (CAST IRON) (12"")",L.FT.
8080586,"PIPE (6"") (CAST IRON OR DUCTILE IRON) (WITH FITTINGS)",L.FT.
8080589,"PIPE (8"") (CAST IRON OR DUCTILE IRON) (WITH FITTINGS)",L.FT.
8080591,WALL PENETRATION (,EACH
8080600,ELECTRICAL SERVICE,EACH
8080601,ELECTRICAL SERVICE,L.SUM
8080602,SERVICE CONNECTION,EACH
8080603,SERVICE RENEWAL (,L.FT.
8080604,SERVICE RENEWAL (,L.FT.
8080605,SERVICE TIE-OVER (,EACH
8080607,SERVICE RENEWAL (,L.FT.
8080608,SERVICE RENEWAL (,L.FT.
8080609,SERVICE TIE-OVER (,EACH
8080611,PROVIDE WATER SERVICE,L.SUM
8080612,PROVIDE WATER SERVICE,EACH
8080613,PROVIDE WATER SERVICE,L.FT.
8080614,PROVIDE WATER SERVICE (,L.FT.
8080615,PROVIDE WATER SERVICE (,L.FT.
8080616,"PROVIDE WATER SERVICE (3/4"")",EACH
8080617,"PROVIDE WATER SERVICE (1"")",EACH
8080619,"PROVIDE WATER SERVICE (1 1/2"")",EACH
8080620,"PROVIDE WATER SERVICE (2"")",EACH
8080625,ADJUST WATER LINE,L.SUM
8080626,REMOVE AND SALVAGE WATER LINE (,L.FT.
8080627,RECONSTRUCT WATER SERVICE,EACH
8080628,RECONSTRUCT WATER SERVICE,L.SUM
8080629,ADJUST WATER LINE,L.FT.
8080630,RECONSTRUCT WATER LINE DRAIN (,L.SUM
8080631,WATER METER,EACH
8080632,"WATER METER (FOR 3/4"" SERVICE)",EACH
8080633,"WATER METER (FOR 1"" SERVICE)",EACH
8080634,"WATER METER (FOR 1 1/2"" SERVICE)",EACH
8080635,"WATER METER (FOR 2"" SERVICE)",EACH
8080637,"WATER METER (FOR 4"" SERVICE)",EACH
8080638,RELOCATE WATER METER,EACH
8080639,RELOCATE WATER MAIN,L.SUM
8080640,RELOCATE FRAME AND COVER FOR VALVE BOX,EACH
8080641,WATER METER BOX (CONCRETE),EACH
8080642,"VALVE BOX FRAME AND COVER, TYPE A",EACH
8080643,"VALVE BOX FRAME AND COVER, TYPE B",EACH
8080645,RESET WATER METER BOX,EACH
8080646,RESET FRAME AND COVER FOR VALVE BOX,EACH
8080647,VALVE BOX (,EACH
8080648,VALVE BOX (,EACH
8080650,VALVE BOX (,EACH
8080651,FIRE HYDRANT,EACH
8080653,REMOVE AND SALVAGE EXISTING FIRE HYDRANT,EACH
8080654,FIRE LINE CHECK VAULT (,EACH
8080655,RELOCATE FIRE HYDRANT,EACH
8080656,RELOCATE FIRE HYDRANT (,EACH
8080657,FIRE HYDRANT (INSTALL ONLY),EACH
8080658,FIRE HYDRANT (SPECIAL) (,EACH
8080659,UTILITY VAULT,EACH
8080660,FURNISH FIRE HYDRANT,EACH
8080662,"PUMPS, ELECTRIC MOTORS AND RELATED EQUIPMENT",L.SUM
8080663,SUMP PUMPS AND RELATED EQUIPMENT,L.SUM
8080665,PUMP HOUSE (,L.SUM
8080667,PREFABRICATED BOOSTER PUMPING STATION (1 PUMP),L.SUM
8080669,INSPECT PUMP STATION,L.SUM
8080676,RELOCATE SIAMESE CONNECTION,EACH
8080677,SAFETY DISCONNECT,EACH
8080680,PIPE SUPPORT (,EACH
8080681,PIPE SUPPORT (MAG DET. 403-1 & 403-2) (TYPE A),EACH
8080682,PIPE SUPPORT (MAG DET. 403-1 & 403-2)(TYPE B),EACH
8080683,PIPE SUPPORT (MAG DET. 403-1 & 403-2)(TYPE C),EACH
8080692,PIPELINE ENCASEMENT,L.FT.
8080695,CONCRETE PIPE PLUG,EACH
8080696,CONCRETE PIPE PLUG (,EACH
8080697,CONCRETE PIPE PLUG (,EACH
8080700,RECONSTRUCT LANDSCAPE IRRIGATION SYSTEM,L.SUM
8080710,"ENCASED PIPE (10"")",L.FT.
8080730,"ENCASED PIPE (30"")",L.FT.
8080741,RELOCATE WATER MAIN,L.SUM
8080743,RELOCATE WATER MAIN (,L.SUM
8080763,PUMP STATION (,EACH
8080764,"PUMPS, GAS ENGINES AND RELATED EQUIPMENT",L.SUM
8080765,SPARE PARTS FOR PUMP HOUSE & RELATED EQUIPMENT,L.SUM
8080767,VENTILATION SYSTEM AND RELATED EQUIPMENT,L.SUM
8080768,COMBUSTIBLE GAS DETECTOR ALARM SYSTEM,EACH
8080769,ELECTRICAL SYSTEM AND RELATED EQUIPMENT,L.SUM
8080772,SUMP PUMPS AND RELATED EQUIPMENT,EACH
8080773,SUMP PUMPS AND RELATED EQUIPMENT,L.SUM
8080774,"VALVE (12"") (WITH TAPPING)",EACH
8080778,RADIO COMMUNICATION LINK (,EACH
8080779,RADIO COMMUNICATION LINK (,EACH
8080806,"PIPE ENCASEMENT (FOR 6"" PIPE)",L.FT.
8080808,"PIPE ENCASEMENT (FOR 8"" PIPE)",L.FT.
8080821,VALVE BOX (,EACH
8080822,VALVE BOX (,EACH
8080901,DRAIN VALVE ASSEMBLY,EACH
8080950,"REDUCER (24"" X 20"") (",EACH
8080951,REDUCER (,EACH
8080991,WATER MAIN (,L.FT.
8080992,WATER MAIN (,L.FT.
8080993,WATER MAIN (,L.FT.
8080994,WATER MAIN (,L.FT.
8080995,WATER MAIN (,L.FT.
8080996,WATER MAIN (,L.FT.
8081002,WATER MAIN (,EACH
8081003,WATER MAIN  (REALIGNMENT) (,EACH
8081004,WATER MAIN  (REALIGNMENT) (,EACH
8081005,WATER MAIN (,EACH
8081008,WATER MAIN (,L.FT.
8081009,WATER MAIN (,L.FT.
8081010,WATER MAIN (,L.FT.
8081013,"WATER MAIN (12"")",L.FT.
8081020,"PIPE, STEEL CYLINDER (20"")",L.FT.
8081030,"PIPE, STEEL CYLINDER, REINFORCED CORE (30"")",L.FT.
8081036,"PIPE, STEEL CYLINDER (36"")",L.FT.
8081042,"PIPE, STEEL CYLINDER (42"")",L.FT.
8081045,"PIPE, STEEL CYLINDER, REINFORCED CONCRETE (45"")",L.FT.
8081101,WATER LINE RELOCATION,L.SUM
8081105,WATER LINE SUPPORT SYSTEM,L.SUM
8081111,"WATER LINE REPLACEMENT (6"")",EACH
8081114,"WATER LINE REPLACEMENT (12"" AND UNDER)",EACH
8081116,ABANDON WATER LINE,EACH
8081117,ABANDON WATER LINE,L.SUM
8081121,WATER LINE CROSSING,L.SUM
8081122,WATER LINE CROSSING (,L.SUM
8081126,WATER LINE CROSSING,L.FT.
8081127,WATER LINE CROSSING (,L.FT.
8081128,WATER LINE CROSSING (,L.FT.
8081129,WATER LINE CROSSING (,L.FT.
8081130,VALVE CUT-IN (FOR WATERLINE CROSSINGS)(FORCE ACCOUNT),L.SUM
8081131,VALVE CUT-IN (,EACH
8081151,WATER LINE (,EACH
8081154,"WATER LINE (8"")",L.FT.
8081158,WATER LINE (,L.FT.
8081171,CONSTRUCT WATER LINE,L.SUM
8081173,CONSTRUCT WATER LINE,L.SUM
8081177,CONSTRUCT WATER LINE,L.SUM
8081218,"PIPE, STEEL (18"")",L.FT.
8081224,"PIPE, STEEL (24"")",L.FT.
8081230,"PIPE, STEEL (30"")",L.FT.
8081236,"PIPE, STEEL (36"")",L.FT.
8081242,"PIPE, STEEL (42"")",L.FT.
8081248,"PIPE, STEEL (48"")",L.FT.
8081278,"PIPE, STEEL (78"")",L.FT.
8081280,"PIPE SLEEVE, STEEL (",L.FT.
8081403,"PIPE, DUCTILE IRON ( 3"")(CLASS 52)",L.FT.
8081409,"PIPE, DUCTILE IRON ( 4"")(CLASS 51)",L.FT.
8081411,"PIPE, DUCTILE IRON ( 4"")(CLASS 53)",L.FT.
8081415,"PIPE, DUCTILE IRON ( 6"")(CLASS 50)",L.FT.
8081416,"PIPE, DUCTILE IRON ( 6"")(CLASS 51)",L.FT.
8081417,"PIPE, DUCTILE IRON ( 6"")(CLASS 52)",L.FT.
8081419,"PIPE, DUCTILE IRON ( 6"")(CLASS 54)",L.FT.
8081422,"PIPE, DUCTILE IRON ( 8"")(CLASS 50)",L.FT.
8081423,"PIPE, DUCTILE IRON ( 8"")(CLASS 51)",L.FT.
8081426,"PIPE, DUCTILE IRON ( 8"")(CLASS 54)",L.FT.
8081431,"PIPE, DUCTILE IRON (10"")(CLASS 52)",L.FT.
8081433,"PIPE, DUCTILE IRON (10"")(CLASS 54)",L.FT.
8081436,"PIPE, DUCTILE IRON (12"")(CLASS 50)",L.FT.
8081437,"PIPE, DUCTILE IRON (12"")(CLASS 51)",L.FT.
8081438,"PIPE, DUCTILE IRON (12"")(CLASS 52)",L.FT.
8081439,"PIPE, DUCTILE IRON (12"")(CLASS 53)",L.FT.
8081440,"PIPE, DUCTILE IRON (12"")(CLASS 54)",L.FT.
8081443,"PIPE, DUCTILE IRON (14"")(CLASS 50)",L.FT.
8081445,"PIPE, DUCTILE IRON (14"")(CLASS 52)",L.FT.
8081450,"PIPE, DUCTILE IRON (16"")(CLASS 50)",L.FT.
8081451,"PIPE, DUCTILE IRON (16"")(CLASS 51)",L.FT.
8081453,"PIPE, DUCTILE IRON (16"")(CLASS 53)",L.FT.
8081454,"PIPE, DUCTILE IRON (16"")(CLASS 54)",L.FT.
8081457,"PIPE, DUCTILE IRON (18"")(CLASS 50)",L.FT.
8081459,"PIPE, DUCTILE IRON (18"")(CLASS 52)",L.FT.
8081464,"PIPE, DUCTILE IRON (20"")(CLASS 50)",L.FT.
8081466,"PIPE, DUCTILE IRON (20"")(CLASS 52)",L.FT.
8081467,"PIPE, DUCTILE IRON (20"")(CLASS 53)",L.FT.
8081468,"PIPE, DUCTILE IRON (20"")(CLASS 54)",L.FT.
8081474,"PIPE, DUCTILE IRON (24"")(CLASS 53)",L.FT.
8081475,"PIPE, DUCTILE IRON (24"")(CLASS 54)",L.FT.
8081480,"PIPE, DUCTILE IRON (30"")(CLASS 52)",L.FT.
8081712,"PIPE, DUCTILE IRON (",L.FT.
8081713,"PIPE, DUCTILE IRON (",L.FT.
8081714,"PIPE, DUCTILE IRON (",L.FT.
8081715,"PIPE, DUCTILE IRON (",L.FT.
8082104,"PIPE, DUCTILE IRON, 4""",L.FT.
8082106,"PIPE, DUCTILE IRON, 6""",L.FT.
8082108,"PIPE, DUCTILE IRON, 8""",L.FT.
8082112,"PIPE, DUCTILE IRON, 12""",L.FT.
8082116,"PIPE, DUCTILE IRON, 16""",L.FT.
8082120,"PIPE, DUCTILE IRON, 20""",L.FT.
8082124,"PIPE, DUCTILE IRON, 24""",L.FT.
8082130,"PIPE, DUCTILE IRON, 30""",L.FT.
8082136,"PIPE, DUCTILE IRON, 36""",L.FT.
8082845,MANHOLE (,EACH
8082846,MANHOLE (,EACH
8082847,MANHOLE (,EACH
8082848,MANHOLE (,EACH
8082850,"MANHOLE UC-63 & 65, 4' DIA",EACH
8082855,"MANHOLE UC-63 & 65, 5' DIA (",EACH
8082870,AIR/ACCESS MANHOLE ASSEMBLY,EACH
8082875,ACCESS MANHOLE ASSEMBLY,EACH
8083011,RECONSTRUCT SANITARY SEWER,L.SUM
8084008,"BUTTERFLY VALVE (8"")",EACH
8084010,"BUTTERFLY VALVE (10"")",EACH
8084012,"BUTTERFLY VALVE (12"")",EACH
8084016,"BUTTERFLY VALVE (16"")",EACH
8084018,"BUTTERFLY VALVE (18"")",EACH
8084020,"BUTTERFLY VALVE (20"")",EACH
8084024,"BUTTERFLY VALVE (24"")",EACH
8084036,"BUTTERFLY VALVE (36"")",EACH
8084042,"BUTTERFLY VALVE (42"")",EACH
8084048,BUTTERFLY VALVE,EACH
8085001,FLANGE (,EACH
8085002,FLANGE (,EACH
8085003,FLANGE (,EACH
8086008,"DRILL WELL, 8 INCH (0-499 FT)",L.FT.
8086108,"DRILL WELL, 8 INCH (500-999 FT)",L.FT.
8086110,DRILL WELL (,L.FT.
8086216,"REAM WELL, 16 INCH (0-499 FT)",L.FT.
8086316,"REAM WELL, 16 INCH (500-999 FT)",L.FT.
8086318,REAM WELL (,L.FT.
8086408,"CASE WELL, 8 INCH (0-499 FT)",L.FT.
8086508,"CASE WELL, 8 INCH (500-999 FT)",L.FT.
8086510,CASE WELL (,L.FT.
8086608,"WELL SCREEN, 8 INCH",L.FT.
8086610,WELL SCREEN (,L.FT.
8086801,GRAVEL-PACK WELL,TON
8086820,DEVELOP WELL,L.SUM
8086840,TEST PUMPING DURING DRILLING,M.GAL.
8086880,WELL LOGGING,L.SUM
8087001,BACKFLOW PREVENTION ASSEMBLY (REDUCED PRESSURE),EACH
8087003,BACKFLOW PREVENTION ASSEMBLY (REDUCED PRESSURE),EACH
8087004,BACKFLOW PREVENTION ASSEMBLY (REDUCED PRESSURE),EACH
8087005,BACKFLOW PREVENTION ASSEMBLY (REDUCED PRESSURE),EACH
8087006,BACKFLOW PREVENTION ASSEMBLY (REDUCED PRESSURE),EACH
8090001,SEWERAGE SYSTEM,L.SUM
8090041,"SEWER PIPE (4"") (DUCTILE IRON)",L.FT.
8090046,"SEWER PIPE (4"") (PVC)",L.FT.
8090061,"SEWER PIPE (6"") (DUCTILE IRON)",L.FT.
8090066,"SEWER PIPE (6"") (PVC)",L.FT.
8090081,"SEWER PIPE (8"") (DUCTILE IRON)",L.FT.
8090086,"SEWER PIPE (8"") (PVC)",L.FT.
8090108,"SEWER PIPE (10"") (VITRIFIED CLAY)",L.FT.
8090121,"SEWER PIPE (12"") (PVC)",L.FT.
8090181,"SEWER PIPE (18"") (DUCTILE IRON)",L.FT.
8090185,"SEWER PIPE (18"") (STEEL)",L.FT.
8090186,SEWER PIPE (,L.FT.
8090187,SEWER PIPE (,L.FT.
8090188,SEWER PIPE (,L.FT.
8090189,SEWER PIPE (,L.FT.
8090190,SEWER PIPE (,L.FT.
8090191,SEWER PIPE (,L.FT.
8090192,SEWER PIPE (,L.FT.
8090241,"SEWER PIPE (24"") (DUCTILE IRON)",L.FT.
8090301,"SEWER PIPE (30"") (DUCTILE IRON)",L.FT.
8090304,"SEWER PIPE (30"") (RCP WITH PVC)",L.FT.
8090381,"SEWER PIPE (42"") (RCP)",L.FT.
8090391,SEWER PIPE (PRESTRESS CONCRETE),L.FT.
8090394,"SEWER PIPE (54"") (RCP WITH PVC)",L.FT.
8090395,"SEWER PIPE (54"") (RPC) (",L.FT.
8090396,"SEWER PIPE (72"") (RCP WITH PVC)",L.FT.
8090451,ADJUST SANITARY SEWER LINE,L.SUM
8090501,SEWER STUBOUT AND PLUG,EACH
8090511,"ABANDON HOUSE CONNECTION, SEWER",EACH
8090680,PIPE SUPPORT (,EACH
8090700,"CASING (8"")",L.FT.
8090701,"CASING (16"")",L.FT.
8090702,CASING (,L.FT.
8090703,CASING (,L.FT.
